20.01.2010 20:34:51; 127.0.0.1; grigor@griton.eu; 123123 123123; 4040-Linz
20.01.2010 20:36:00; 127.0.0.1; grigor@griton.eu; 123123 123123; 4040-Linz
20.01.2010 20:51:14; 127.0.0.1; grigor@griton.eu; TONOEFVME grigor; 404004 klinznztn-
20.01.2010 20:51:40; 127.0.0.1; grigor@griton.eu; TONOEFVME grigor; 404004 klinznztn-40400
20.01.2010 20:51:55; 127.0.0.1; grigor@griton.eu; TONOEFVME grigor; 404004 klinznztn-40400
20.01.2010 20:53:19; 127.0.0.1; grigor@griton.eu; TONOEFVME grigor; 404004 klinznztn-40400
20.01.2010 20:53:39; 127.0.0.1; grigor@griton.eu; TONOEFVME grigor; 4041-Linz
20.01.2010 20:53:42; 127.0.0.1; ;  ; -
20.01.2010 20:53:42; 127.0.0.1; ;  ; -
20.01.2010 21:08:14; 127.0.0.1; grigor@griton.eu; TONOEFVME grigor; 4041-Dornach
20.01.2010 21:08:15; 127.0.0.1; ;  ; -
20.01.2010 21:08:15; 127.0.0.1; ;  ; -
20.01.2010 21:43:50; 127.0.0.1; grigor@griton.eu; TONOEFVME grigor; 4041-Dornach
20.01.2010 21:43:50; 127.0.0.1; ;  ; -
20.01.2010 21:43:50; 127.0.0.1; ;  ; -
20.01.2010 21:50:59; 127.0.0.1; ; Grigor TONKOV; 4040-Linz
20.01.2010 21:55:13; 127.0.0.1; x; Grigor TONKOV; 4045-Linz
20.01.2010 21:55:34; 127.0.0.1; x; Grigor TONKOV; 4045-MAMA MIA
20.01.2010 21:56:52; 127.0.0.1; x; Grigor TONKOV; 4050-Traub
30.01.2010 19:11:43; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
30.01.2010 19:12:04; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
30.01.2010 19:12:51; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
30.01.2010 19:12:51; 127.0.0.1; ;  ; -
30.01.2010 19:12:51; 127.0.0.1; ;  ; -
30.01.2010 19:13:50; 127.0.0.1; grigor.tonkov@gmail.com; test test; 45000-TEST
04.02.2010 21:54:19; 127.0.0.1; grigor.tonkov@gmail.com; test test; 45000-TEST
12.02.2010 21:21:56; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 21:22:11; 127.0.0.1; ;  ; -
12.02.2010 23:17:10; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:18:31; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:19:09; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:19:41; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:20:13; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:21:14; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:21:27; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:22:24; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:23:32; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:26:34; 127.0.0.1; grigor.tonkov@gmail.com; test test; 12323-fffff
12.02.2010 23:27:12; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:27:43; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:31:29; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:32:29; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:33:35; 127.0.0.1; ;  ; -
12.02.2010 23:34:43; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:44:41; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:45:01; 127.0.0.1; ;  ; -
12.02.2010 23:45:32; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:45:55; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 4040-Linz
12.02.2010 23:46:21; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 40403-LINZZ
12.02.2010 23:46:38; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 40403-LINZZ
12.02.2010 23:47:05; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN ; 40403-LINZZ
12.02.2010 23:47:35; 127.0.0.1; ;  ; -
12.02.2010 23:50:27; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN ; 40403-LINZZ
12.02.2010 23:51:02; 127.0.0.1; grigor.tonkov@griton2.eu; KEIN GRIGOR; 40403-LINZZ
12.02.2010 23:51:49; 127.0.0.1; grigor.tonkov@gmsdf.saf; qwerqwer qwerqwer; 4444-erqwerqwer
12.02.2010 23:52:15; 127.0.0.1; grigor.tonkov@gmsdf.saf; qwerqwer ; 4444-erqwerqwer
12.02.2010 23:52:32; 127.0.0.1; grigor.tonkov@gmsdf.saf; qwerqwer ; 4444-erqwerqwer
12.02.2010 23:52:44; 127.0.0.1; grigor.tonkov@gmsdf.saf; qwerqwer qwerqwer; 4444-erqwerqwer
12.02.2010 23:53:16; 127.0.0.1; grigor.tonkov@gmsdf.saf; qwerqwer qwerqwer; 4444-erqwerqwer
12.02.2010 23:55:49; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
12.02.2010 23:55:52; 127.0.0.1; ;  ; -
12.02.2010 23:55:55; 127.0.0.1; ;  ; -
12.02.2010 23:56:49; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
12.02.2010 23:56:52; 127.0.0.1; ;  ; -
12.02.2010 23:56:54; 127.0.0.1; ;  ; -
13.02.2010 00:11:13; 127.0.0.1; ; qwerqwer qwerqwer; 4444-erqwerqwer
13.02.2010 00:11:40; 127.0.0.1; ; qwerqwer qwerqwer; 4444-erqwerqwer
13.02.2010 00:11:57; 127.0.0.1; grigor.tonkov@gmsdf.saf; qwerqwer qwerqwer; 4444-erqwerqwer
13.02.2010 00:12:48; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
13.02.2010 00:15:04; 127.0.0.1; ;  ; -
13.02.2010 00:15:25; 127.0.0.1; ;  ; -
13.02.2010 00:29:46; 127.0.0.1; ;  ; -
13.02.2010 00:29:52; 127.0.0.1; ;  ; -
13.02.2010 00:36:15; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
13.02.2010 00:36:43; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
14.02.2010 15:02:57; 127.0.0.1; test@test.com; test test; 4040-Linz
14.02.2010 15:03:26; 127.0.0.1; test@test.com; test test; 4040--
14.02.2010 15:05:38; 127.0.0.1; grigor@grior.com; LIEFERN HIER LIEFERN HIER; 4040-LIEFERN HIER
14.02.2010 15:06:16; 127.0.0.1; grigor.tonkov@gmsdf.saf; wqetqwet wetqwet; 4040-LINZ
14.02.2010 15:06:46; 127.0.0.1; grigor.tonkov@gmsdf.saf; wqetqwet wetqwet; 4040--
14.02.2010 15:17:56; 127.0.0.1; grigor.tonkov@gmsdf.saf; wqetqwet wetqwet; 4040--
14.02.2010 15:22:13; 127.0.0.1; grigor.tonkov@gmsdf.saf; wqetqwet wetqwet; 4040--
14.02.2010 15:22:49; 127.0.0.1; grigor.tonkov@gmsdf.saf; wqetqwet GRIGOR; 4040--
14.02.2010 15:23:28; 127.0.0.1; grigor.tonkov@gmsdf.saf; wqetqwet GRIGOR; 4040-test
14.02.2010 15:24:03; 127.0.0.1; grigor@grior.com; LIEFERN HIER LIEFERN HIER; 4040--
14.02.2010 15:31:20; 127.0.0.1; grigor.tonkov@test.at; GRIGOR TONKOV; 4043-Leondung
14.02.2010 15:32:24; 127.0.0.1; marx@kommunismus.at; MAX ENGELS; 9999-Nowere
08.03.2011 20:57:55; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4560-TEST
08.03.2011 21:35:30; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4040-Linz 4
08.03.2011 21:36:09; 127.0.0.1; grigor.tonkov@gmail.com; Grigor Tonkov; 4040-Linz-Urfahr
24.03.2011 21:49:52; 127.0.0.1; ;  ; -
24.03.2011 22:02:48; 127.0.0.1; ;  ; -
24.03.2011 22:04:11; 127.0.0.1; test@test.com; test@test.com test@test.com; 4040-Linz
24.03.2011 22:05:11; 127.0.0.1; test@test.com; test@test.com test@test.com; 4040-Linz
24.03.2011 22:06:13; 127.0.0.1; test@test.com; test@test.com test@test.com; 4040-Linz
24.03.2011 22:15:15; 127.0.0.1; test; Grigor Grigor; 4040-Grigor
24.03.2011 22:16:10; 127.0.0.1; test@test.com; Grigor Grigor; 4040-Grigor
24.03.2011 22:25:53; 127.0.0.1; test@test.com; Grigor Grigor; 4040-Grigor
24.03.2011 22:27:45; 127.0.0.1; test@test.com; Grigor Tonkov; 4040-Linz
24.03.2011 22:54:10; 127.0.0.1; grigor.tonkov@gmail.com; test test; test-test
24.03.2011 22:57:57; 127.0.0.1; grigor.tonkov@gmail.com; test test; test-test
24.03.2011 22:59:35; 127.0.0.1; grigor.tonkov@gmail.com; test test; test-Linz-Urfahr
24.03.2011 22:59:55; 127.0.0.1; grigor.tonkov@gmail.com; test test; test-Linz-Urfahr
24.03.2011 23:04:41; 127.0.0.1; grigor.tonkov@gmail.com; test test; 4040-Linz-Urfahr
24.03.2011 23:05:28; 127.0.0.1; grigor.tonkov@gmail.com; test test; 4040-Linz-Urfahr
24.03.2011 23:11:38; 127.0.0.1; grigor.tonkov@gmail.com; test test; 4040-Linz-Urfahr
24.03.2011 23:12:08; 127.0.0.1; grigor.tonkov@gmail.com; test test; 4040-Linz-Urfahr
24.03.2011 23:13:20; 127.0.0.1; grigor.tonkov@gmail.com; test test; 4040-Linz-Urfahr
01.04.2011 22:58:49; 127.0.0.1; grigor.tonkov@gmail.com; grigor.tonkov@gmail.com grigor.tonkov@gmail.com; 4040-Linz-Urfahr
01.04.2011 22:59:09; 127.0.0.1; grigor.tonkov@gmail.com; grigor.tonkov@gmail.com grigor.tonkov@gmail.com; 4040-Linz-Urfahr
01.04.2011 23:06:42; 127.0.0.1; grigor.tonkov1@gmail.com; ttt ttt; e123-e123
01.04.2011 23:07:14; 127.0.0.1; grigor.tonkov12@gmail.com; ttt ttt; e123-e123
01.04.2011 23:11:59; 127.0.0.1; t1; t1 t1; t1-t1
01.04.2011 23:12:24; 127.0.0.1; t1@g1.com; t1 t1; t1-t1
01.04.2011 23:12:44; 127.0.0.1; t1@g1.com; t1 t1; t1-t1
01.04.2011 23:29:57; 127.0.0.1; grigor.tonkov1@gmail.com; test test; test-test
01.04.2011 23:32:04; 127.0.0.1; grigor.tonkov33@gmail.com; 123 123; 123-123
01.04.2011 23:32:28; 127.0.0.1; grigor.tonkov33@gmail.com; 123 123; 123-123
01.04.2011 23:32:47; 127.0.0.1; grigor.tonkov33@gmail.com; 123 123; 123-123
01.04.2011 23:33:25; 127.0.0.1; grigor.tonkov123@gmail.com; 123 123; 123-123
01.04.2011 23:38:37; 127.0.0.1; ttetwetwqeqwet; ttetwetwqeqwet ttetwetwqeqwet; 4040-ttetwetwqeqwet
01.04.2011 23:43:59; 127.0.0.1; 123123; 123123 123123; 123123-123123
01.04.2011 23:50:27; 127.0.0.1; 123123; 123123 123123; 123123-123123
01.04.2011 23:51:22; 127.0.0.1; 123123; 123123 123123; 123123-123123
01.04.2011 23:51:47; 127.0.0.1; 123123; 123123 123123; 123123-123123
01.04.2011 23:52:20; 127.0.0.1; 123123; 123123 123123; 123123-123123
02.04.2011 00:16:28; 127.0.0.1; 123123; 123 123; 123-123
02.04.2011 00:16:46; 127.0.0.1; 123123@123.123; 123 123; 123-123
07.04.2011 21:59:11; 127.0.0.1; grigor.tonkov@gmsdf.saf; qwerqwer qwerqwer; 4444-erqwerqwer
07.04.2011 21:59:47; 127.0.0.1; grigor.tonkov@gmsdf.saf; qwerqwer qwerqwer; 4444-erqwerqwer
18.04.2011 22:16:54; 127.0.0.1; grigor.tonkov@gmail.com; 123123123 123123; 4444-
18.04.2011 22:17:09; 127.0.0.1; grigor.tonkov@gmail.com; 123123123 123123; 4444-123123123123
